id_transacao,id_tipo_transacao,id_pais_origem,id_pais_destino,id_produto,valor_monetario_transacao,quantidade_transacionada,id_transporte,id_cambio,descricao_tipo_transacao,descricao_transporte,data,id_moeda_origem,id_moeda_destino,taxa_cambio_transacao,descricao_moeda_origem,pais_moeda_origem,descricao_moeda_destino,pais_moeda_destino,nome_pais_origem,codigo_iso_pais_origem,bloco_id_origem,nome_pais_destino,codigo_iso_pais_destino,bloco_id_destino,valor_convertido_transacao
120,3,3,38,39,11154.04,981,6,60,Transferência entre filiais,Courier Internacional,2023-01-10,18,1,1.390339,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Paraguai,PRY,1.0,Indonésia,IDN,4.0,15507.896819560001
121,5,31,4,11,1170.3,232,1,61,Venda internacional,Marítimo,2023-01-11,6,1,5.398266,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Noruega,NOR,10.0,Uruguai,URY,1.0,6317.590699799999
122,6,36,15,14,2081.47,309,2,62,Devolução internacional,Aéreo,2023-01-11,5,1,5.817802,Euro,Zona do Euro,Real Brasileiro,Brasil,Tailândia,THA,4.0,China,CHN,5.0,12109.58032894
123,1,1,26,17,2992.64,386,3,63,Importação,Rodoviário,2023-01-11,9,1,0.776528,Yuan Chinês,China,Real Brasileiro,Brasil,Brasil,BRA,1.0,Arábia Saudita,SAU,8.0,2323.86875392
124,2,6,37,20,3903.81,463,4,64,Exportação,Ferroviário,2023-01-11,10,6,0.007645,Iene Japonês,Japão,Dólar Americano,Estados Unidos,França,FRA,2.0,Vietnã,VNM,4.0,29.84462745
125,3,11,8,23,4814.98,540,5,65,Transferência entre filiais,Multimodal,2023-01-11,15,1,0.006105,Peso Chileno,Chile,Real Brasileiro,Brasil,Bélgica,BEL,2.0,Espanha,ESP,2.0,29.3954529
126,4,16,19,26,5725.15,617,6,66,Compra internacional,Courier Internacional,2023-01-11,18,1,1.387809,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Japão,JPN,5.0,Rússia,RUS,6.0,7945.41469635
127,5,21,30,29,6636.32,694,1,61,Venda internacional,Marítimo,2023-01-11,6,1,5.398266,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Chile,CHL,7.0,Suíça,CHE,10.0,35824.62062112
128,6,26,1,32,7547.49,771,2,62,Devolução internacional,Aéreo,2023-01-11,5,1,5.817802,Euro,Zona do Euro,Real Brasileiro,Brasil,Arábia Saudita,SAU,8.0,Brasil,BRA,1.0,43909.802416980005
129,1,31,12,35,8458.66,848,3,63,Importação,Rodoviário,2023-01-11,9,1,0.776528,Yuan Chinês,China,Real Brasileiro,Brasil,Noruega,NOR,10.0,Estados Unidos,USA,3.0,6568.3863324799995
130,2,36,23,38,9369.83,925,4,64,Exportação,Ferroviário,2023-01-11,10,6,0.007645,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Tailândia,THA,4.0,Colômbia,COL,7.0,71.63235035
131,3,1,34,1,10280.0,1002,5,65,Transferência entre filiais,Multimodal,2023-01-11,15,1,0.006105,Peso Chileno,Chile,Real Brasileiro,Brasil,Brasil,BRA,1.0,Turquia,TUR,,62.7594
132,4,6,5,4,11191.17,1079,6,66,Compra internacional,Courier Internacional,2023-01-11,18,1,1.387809,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,França,FRA,2.0,Alemanha,DEU,2.0,15531.20644653
133,6,34,11,16,1207.43,253,1,67,Devolução internacional,Marítimo,2023-01-12,6,1,5.406559,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Turquia,TUR,,Bélgica,BEL,2.0,6528.04153337
134,1,39,22,19,2118.6,337,2,68,Importação,Aéreo,2023-01-12,5,1,5.819237,Euro,Zona do Euro,Real Brasileiro,Brasil,Malásia,MYS,4.0,Peru,PER,7.0,12328.6355082
135,2,4,33,22,3029.77,421,3,69,Exportação,Rodoviário,2023-01-12,9,1,0.775768,Yuan Chinês,China,Real Brasileiro,Brasil,Uruguai,URY,1.0,Dinamarca,DNK,2.0,2350.39861336
136,3,9,4,25,3940.94,505,4,70,Transferência entre filiais,Ferroviário,2023-01-12,10,6,0.007628,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Portugal,PRT,2.0,Uruguai,URY,1.0,30.06149032
137,4,14,15,28,4851.11,589,5,71,Compra internacional,Multimodal,2023-01-12,15,1,0.006088,Peso Chileno,Chile,Real Brasileiro,Brasil,México,MEX,3.0,China,CHN,5.0,29.533557679999998
138,5,19,26,31,5762.28,673,6,72,Venda internacional,Courier Internacional,2023-01-12,18,1,1.385491,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Rússia,RUS,6.0,Arábia Saudita,SAU,8.0,7983.587079479999
139,6,24,37,34,6673.45,757,1,67,Devolução internacional,Marítimo,2023-01-12,6,1,5.406559,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Bolívia,BOL,7.0,Vietnã,VNM,4.0,36080.40115855
140,1,29,8,37,7584.62,841,2,68,Importação,Aéreo,2023-01-12,5,1,5.819237,Euro,Zona do Euro,Real Brasileiro,Brasil,Nova Zelândia,NZL,5.0,Espanha,ESP,2.0,44136.70133494
141,2,34,19,40,8495.79,925,3,69,Exportação,Rodoviário,2023-01-12,9,1,0.775768,Yuan Chinês,China,Real Brasileiro,Brasil,Turquia,TUR,,Rússia,RUS,6.0,6590.762016720001
142,3,39,30,3,9406.96,1009,4,70,Transferência entre filiais,Ferroviário,2023-01-12,10,6,0.007628,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Malásia,MYS,4.0,Suíça,CHE,10.0,71.75629088
143,4,4,1,6,10317.13,1093,5,71,Compra internacional,Multimodal,2023-01-12,15,1,0.006088,Peso Chileno,Chile,Real Brasileiro,Brasil,Uruguai,URY,1.0,Brasil,BRA,1.0,62.81068743999999
144,5,9,12,9,11228.3,1177,6,72,Venda internacional,Courier Internacional,2023-01-12,18,1,1.385491,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Portugal,PRT,2.0,Estados Unidos,USA,3.0,15556.708595299999
145,1,37,18,21,1244.56,274,1,73,Importação,Marítimo,2023-01-13,6,1,5.414446,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Vietnã,VNM,4.0,Índia,IND,6.0,6738.60291376
146,2,2,29,24,2155.73,365,2,74,Exportação,Aéreo,2023-01-13,5,1,5.81999,Euro,Zona do Euro,Real Brasileiro,Brasil,Argentina,ARG,1.0,Nova Zelândia,NZL,5.0,12546.327042699999
147,3,7,40,27,3066.9,456,3,75,Transferência entre filiais,Rodoviário,2023-01-13,9,1,0.774935,Yuan Chinês,China,Real Brasileiro,Brasil,Itália,ITA,2.0,Nigéria,NGA,9.0,2376.6481515
148,4,12,11,30,3977.07,547,4,76,Compra internacional,Ferroviário,2023-01-13,10,6,0.00761,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Estados Unidos,USA,3.0,Bélgica,BEL,2.0,30.2655027
149,5,17,22,33,4888.24,638,5,77,Venda internacional,Multimodal,2023-01-13,15,1,0.006071,Peso Chileno,Chile,Real Brasileiro,Brasil,Coreia do Sul,KOR,5.0,Peru,PER,7.0,29.67650504
150,6,22,33,36,5799.41,729,6,78,Devolução internacional,Courier Internacional,2023-01-13,18,1,1.383394,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Peru,PER,7.0,Dinamarca,DNK,2.0,8022.86899754
151,1,27,4,39,6710.58,820,1,73,Importação,Marítimo,2023-01-13,6,1,5.414446,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Egito,EGY,8.0,Uruguai,URY,1.0,36334.07303868
152,2,32,15,2,7621.75,911,2,74,Exportação,Aéreo,2023-01-13,5,1,5.81999,Euro,Zona do Euro,Real Brasileiro,Brasil,Suécia,SWE,2.0,China,CHN,5.0,44358.5087825
153,3,37,26,5,8532.92,1002,3,75,Transferência entre filiais,Rodoviário,2023-01-13,9,1,0.774935,Yuan Chinês,China,Real Brasileiro,Brasil,Vietnã,VNM,4.0,Arábia Saudita,SAU,8.0,6612.4583602
154,4,2,37,8,9443.09,1093,4,76,Compra internacional,Ferroviário,2023-01-13,10,6,0.00761,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Argentina,ARG,1.0,Vietnã,VNM,4.0,71.8619149
155,5,7,8,11,10354.26,1184,5,77,Venda internacional,Multimodal,2023-01-13,15,1,0.006071,Peso Chileno,Chile,Real Brasileiro,Brasil,Itália,ITA,2.0,Espanha,ESP,2.0,62.86071246
156,6,12,19,14,11265.43,1275,6,78,Devolução internacional,Courier Internacional,2023-01-13,18,1,1.383394,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Estados Unidos,USA,3.0,Rússia,RUS,6.0,15584.528269420001
157,2,40,25,26,1281.69,295,1,79,Exportação,Marítimo,2023-01-14,6,1,5.421897,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Nigéria,NGA,9.0,Emirados Árabes Unidos,ARE,8.0,6949.191165930001
158,3,5,36,29,2192.86,393,2,80,Transferência entre filiais,Aéreo,2023-01-14,5,1,5.820054,Euro,Zona do Euro,Real Brasileiro,Brasil,Alemanha,DEU,2.0,Tailândia,THA,4.0,12762.56361444
159,4,10,7,32,3103.03,491,3,81,Compra internacional,Rodoviário,2023-01-14,9,1,0.774031,Yuan Chinês,China,Real Brasileiro,Brasil,Países Baixos,NLD,2.0,Itália,ITA,2.0,2401.8414139300003
160,5,15,18,35,4014.2,589,4,82,Venda internacional,Ferroviário,2023-01-14,10,6,0.007591,Iene Japonês,Japão,Dólar Americano,Estados Unidos,China,CHN,5.0,Índia,IND,6.0,30.471792199999996
161,6,20,29,38,4925.37,687,5,83,Devolução internacional,Multimodal,2023-01-14,15,1,0.006055,Peso Chileno,Chile,Real Brasileiro,Brasil,África do Sul,ZAF,6.0,Nova Zelândia,NZL,5.0,29.82311535
162,1,25,40,1,5836.54,785,6,84,Importação,Courier Internacional,2023-01-14,18,1,1.381526,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Emirados Árabes Unidos,ARE,8.0,Nigéria,NGA,9.0,8063.3317600400005
163,2,30,11,4,6747.71,883,1,79,Exportação,Marítimo,2023-01-14,6,1,5.421897,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Suíça,CHE,10.0,Bélgica,BEL,2.0,36585.38860587
164,3,35,22,7,7658.88,981,2,80,Transferência entre filiais,Aéreo,2023-01-14,5,1,5.820054,Euro,Zona do Euro,Real Brasileiro,Brasil,Singapura,SGP,4.0,Peru,PER,7.0,44575.09517952
165,4,40,33,10,8569.05,1079,3,81,Compra internacional,Rodoviário,2023-01-14,9,1,0.774031,Yuan Chinês,China,Real Brasileiro,Brasil,Nigéria,NGA,9.0,Dinamarca,DNK,2.0,6632.710340549999
166,5,5,4,13,9480.22,1177,4,82,Venda internacional,Ferroviário,2023-01-14,10,6,0.007591,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Alemanha,DEU,2.0,Uruguai,URY,1.0,71.96435002
167,6,10,15,16,10391.39,1275,5,83,Devolução internacional,Multimodal,2023-01-14,15,1,0.006055,Peso Chileno,Chile,Real Brasileiro,Brasil,Países Baixos,NLD,2.0,China,CHN,5.0,62.919866449999994
168,1,15,26,19,11302.56,1373,6,84,Importação,Courier Internacional,2023-01-14,18,1,1.381526,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,China,CHN,5.0,Arábia Saudita,SAU,8.0,15614.78050656
169,3,3,32,31,1318.82,316,1,85,Transferência entre filiais,Marítimo,2023-01-15,6,1,5.428887,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Paraguai,PRY,1.0,Suécia,SWE,2.0,7159.724753339999
170,4,8,3,34,2229.99,421,2,86,Compra internacional,Aéreo,2023-01-15,5,1,5.819424,Euro,Zona do Euro,Real Brasileiro,Brasil,Espanha,ESP,2.0,Paraguai,PRY,1.0,12977.257325759998
171,5,13,14,37,3140.16,526,3,87,Venda internacional,Rodoviário,2023-01-15,9,1,0.773059,Yuan Chinês,China,Real Brasileiro,Brasil,Canadá,CAN,3.0,México,MEX,3.0,2427.52894944
172,6,18,25,40,4051.33,631,4,88,Devolução internacional,Ferroviário,2023-01-15,10,6,0.007572,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Índia,IND,6.0,Emirados Árabes Unidos,ARE,8.0,30.676670759999997
173,1,23,36,3,4962.5,736,5,89,Importação,Multimodal,2023-01-15,15,1,0.006039,Peso Chileno,Chile,Real Brasileiro,Brasil,Colômbia,COL,7.0,Tailândia,THA,4.0,29.9685375
174,2,28,7,6,5873.67,841,6,90,Exportação,Courier Internacional,2023-01-15,18,1,1.379896,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Austrália,AUS,5.0,Itália,ITA,2.0,8105.05373832
175,3,33,18,9,6784.84,946,1,85,Transferência entre filiais,Marítimo,2023-01-15,6,1,5.428887,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Dinamarca,DNK,2.0,Índia,IND,6.0,36834.129673079995
176,4,38,29,12,7695.01,1051,2,86,Compra internacional,Aéreo,2023-01-15,5,1,5.819424,Euro,Zona do Euro,Real Brasileiro,Brasil,Indonésia,IDN,4.0,Nova Zelândia,NZL,5.0,44780.52587424
177,5,3,40,15,8606.18,1156,3,87,Venda internacional,Rodoviário,2023-01-15,9,1,0.773059,Yuan Chinês,China,Real Brasileiro,Brasil,Paraguai,PRY,1.0,Nigéria,NGA,9.0,6653.084904620001
178,6,8,11,18,9517.35,1261,4,88,Devolução internacional,Ferroviário,2023-01-15,10,6,0.007572,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Espanha,ESP,2.0,Bélgica,BEL,2.0,72.0653742
179,1,13,22,21,10428.52,1366,5,89,Importação,Multimodal,2023-01-15,15,1,0.006039,Peso Chileno,Chile,Real Brasileiro,Brasil,Canadá,CAN,3.0,Peru,PER,7.0,62.97783228
180,2,18,33,24,11339.69,1471,6,90,Exportação,Courier Internacional,2023-01-15,18,1,1.379896,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Índia,IND,6.0,Dinamarca,DNK,2.0,15647.59287224
181,4,6,39,36,1355.95,337,1,91,Compra internacional,Marítimo,2023-01-16,6,1,5.435389,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,França,FRA,2.0,Malásia,MYS,4.0,7370.11571455
182,5,11,10,39,2266.12,449,2,92,Venda internacional,Aéreo,2023-01-16,5,1,5.818097,Euro,Zona do Euro,Real Brasileiro,Brasil,Bélgica,BEL,2.0,Países Baixos,NLD,2.0,13184.50597364
183,6,16,21,2,3177.29,561,3,93,Devolução internacional,Rodoviário,2023-01-16,9,1,0.772022,Yuan Chinês,China,Real Brasileiro,Brasil,Japão,JPN,5.0,Chile,CHL,7.0,2452.93778038
184,1,21,32,5,4088.46,673,4,94,Importação,Ferroviário,2023-01-16,10,6,0.007554,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Chile,CHL,7.0,Suécia,SWE,2.0,30.88422684
185,2,26,3,8,4999.63,785,5,95,Exportação,Multimodal,2023-01-16,15,1,0.006024,Peso Chileno,Chile,Real Brasileiro,Brasil,Arábia Saudita,SAU,8.0,Paraguai,PRY,1.0,30.11777112
186,3,31,14,11,5910.8,897,6,96,Transferência entre filiais,Courier Internacional,2023-01-16,18,1,1.378508,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Noruega,NOR,10.0,México,MEX,3.0,8148.0850864
187,4,36,25,14,6821.97,1009,1,91,Compra internacional,Marítimo,2023-01-16,6,1,5.435389,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Tailândia,THA,4.0,Emirados Árabes Unidos,ARE,8.0,37080.06069633
188,5,1,36,17,7732.14,1121,2,92,Venda internacional,Aéreo,2023-01-16,5,1,5.818097,Euro,Zona do Euro,Real Brasileiro,Brasil,Brasil,BRA,1.0,Tailândia,THA,4.0,44986.34053758
189,6,6,7,20,8643.31,1233,3,93,Devolução internacional,Rodoviário,2023-01-16,9,1,0.772022,Yuan Chinês,China,Real Brasileiro,Brasil,França,FRA,2.0,Itália,ITA,2.0,6672.825472819999
190,1,11,18,23,9554.48,1345,4,94,Importação,Ferroviário,2023-01-16,10,6,0.007554,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Bélgica,BEL,2.0,Índia,IND,6.0,72.17454192
191,2,16,29,26,10465.65,1457,5,95,Exportação,Multimodal,2023-01-16,15,1,0.006024,Peso Chileno,Chile,Real Brasileiro,Brasil,Japão,JPN,5.0,Nova Zelândia,NZL,5.0,63.0450756
192,3,21,40,29,11376.82,1569,6,96,Transferência entre filiais,Courier Internacional,2023-01-16,18,1,1.378508,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Chile,CHL,7.0,Nigéria,NGA,9.0,15683.03738456
193,5,9,6,1,1392.08,358,1,97,Venda internacional,Marítimo,2023-01-17,6,1,5.441379,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Portugal,PRT,2.0,França,FRA,2.0,7574.83487832
194,6,14,17,4,2303.25,477,2,98,Devolução internacional,Aéreo,2023-01-17,5,1,5.816074,Euro,Zona do Euro,Real Brasileiro,Brasil,México,MEX,3.0,Coreia do Sul,KOR,5.0,13395.872440500001
195,1,19,28,7,3214.42,596,3,99,Importação,Rodoviário,2023-01-17,9,1,0.770923,Yuan Chinês,China,Real Brasileiro,Brasil,Rússia,RUS,6.0,Austrália,AUS,5.0,2478.07030966
196,2,24,39,10,4125.59,715,4,100,Exportação,Ferroviário,2023-01-17,10,6,0.007534,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Bolívia,BOL,7.0,Malásia,MYS,4.0,31.08219506
197,3,29,10,13,5036.76,834,5,101,Transferência entre filiais,Multimodal,2023-01-17,15,1,0.006009,Peso Chileno,Chile,Real Brasileiro,Brasil,Nova Zelândia,NZL,5.0,Países Baixos,NLD,2.0,30.26589084
198,4,34,21,16,5947.93,953,6,102,Compra internacional,Courier Internacional,2023-01-17,18,1,1.377369,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Turquia,TUR,,Chile,CHL,7.0,8192.494396170001
199,5,39,32,19,6858.1,1072,1,97,Venda internacional,Marítimo,2023-01-17,6,1,5.441379,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Malásia,MYS,4.0,Suécia,SWE,2.0,37317.521319900006
200,6,4,3,22,7769.27,1191,2,98,Devolução internacional,Aéreo,2023-01-17,5,1,5.816074,Euro,Zona do Euro,Real Brasileiro,Brasil,Uruguai,URY,1.0,Paraguai,PRY,1.0,45186.64924598001
201,1,9,14,25,8680.44,1310,3,99,Importação,Rodoviário,2023-01-17,9,1,0.770923,Yuan Chinês,China,Real Brasileiro,Brasil,Portugal,PRT,2.0,México,MEX,3.0,6691.95084612
202,2,14,25,28,9591.61,1429,4,100,Exportação,Ferroviário,2023-01-17,10,6,0.007534,Iene Japonês,Japão,Dólar Americano,Estados Unidos,México,MEX,3.0,Emirados Árabes Unidos,ARE,8.0,72.26318974
203,3,19,36,31,10502.78,1548,5,101,Transferência entre filiais,Multimodal,2023-01-17,15,1,0.006009,Peso Chileno,Chile,Real Brasileiro,Brasil,Rússia,RUS,6.0,Tailândia,THA,4.0,63.11120502
204,4,24,7,34,11413.95,1667,6,102,Compra internacional,Courier Internacional,2023-01-17,18,1,1.377369,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Bolívia,BOL,7.0,Itália,ITA,2.0,15721.220897550002
205,6,12,13,6,1429.21,379,1,103,Devolução internacional,Marítimo,2023-01-18,6,1,5.446837,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Estados Unidos,USA,3.0,Canadá,CAN,3.0,7784.673908770001
206,1,17,24,9,2340.38,505,2,104,Importação,Aéreo,2023-01-18,5,1,5.813358,Euro,Zona do Euro,Real Brasileiro,Brasil,Coreia do Sul,KOR,5.0,Bolívia,BOL,7.0,13605.46679604
207,2,22,35,12,3251.55,631,3,105,Exportação,Rodoviário,2023-01-18,9,1,0.769766,Yuan Chinês,China,Real Brasileiro,Brasil,Peru,PER,7.0,Singapura,SGP,4.0,2502.9326373
208,3,27,6,15,4162.72,757,4,106,Transferência entre filiais,Ferroviário,2023-01-18,10,6,0.007515,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Egito,EGY,8.0,França,FRA,2.0,31.282840800000002
209,4,32,17,18,5073.89,883,5,107,Compra internacional,Multimodal,2023-01-18,15,1,0.005996,Peso Chileno,Chile,Real Brasileiro,Brasil,Suécia,SWE,2.0,Coreia do Sul,KOR,5.0,30.423044439999998
210,5,37,28,21,5984.06,1009,6,108,Venda internacional,Courier Internacional,2023-01-18,18,1,1.376484,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Vietnã,VNM,4.0,Austrália,AUS,5.0,8236.962845040001
211,6,2,39,24,6895.23,1135,1,103,Devolução internacional,Marítimo,2023-01-18,6,1,5.446837,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Argentina,ARG,1.0,Malásia,MYS,4.0,37557.19388751
212,1,7,10,27,7806.4,1261,2,104,Importação,Aéreo,2023-01-18,5,1,5.813358,Euro,Zona do Euro,Real Brasileiro,Brasil,Itália,ITA,2.0,Países Baixos,NLD,2.0,45381.397891199995
213,2,12,21,30,8717.57,1387,3,105,Exportação,Rodoviário,2023-01-18,9,1,0.769766,Yuan Chinês,China,Real Brasileiro,Brasil,Estados Unidos,USA,3.0,Chile,CHL,7.0,6710.488988619999
214,3,17,32,33,9628.74,1513,4,106,Transferência entre filiais,Ferroviário,2023-01-18,10,6,0.007515,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Coreia do Sul,KOR,5.0,Suécia,SWE,2.0,72.3599811
215,4,22,3,36,10539.91,1639,5,107,Compra internacional,Multimodal,2023-01-18,15,1,0.005996,Peso Chileno,Chile,Real Brasileiro,Brasil,Peru,PER,7.0,Paraguai,PRY,1.0,63.19730035999999
216,5,27,14,39,11450.08,1765,6,108,Venda internacional,Courier Internacional,2023-01-18,18,1,1.376484,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Egito,EGY,8.0,México,MEX,3.0,15760.85191872
217,1,15,20,11,1466.34,400,1,109,Importação,Marítimo,2023-01-19,6,1,5.45174,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,China,CHN,5.0,África do Sul,ZAF,6.0,7994.1044316
218,2,20,31,14,2377.51,533,2,110,Exportação,Aéreo,2023-01-19,5,1,5.809953,Euro,Zona do Euro,Real Brasileiro,Brasil,África do Sul,ZAF,6.0,Noruega,NOR,10.0,13813.221357030001
219,3,25,2,17,3288.68,666,3,111,Transferência entre filiais,Rodoviário,2023-01-19,9,1,0.768554,Yuan Chinês,China,Real Brasileiro,Brasil,Emirados Árabes Unidos,ARE,8.0,Argentina,ARG,1.0,2527.52816872
220,4,30,13,20,4199.85,799,4,112,Compra internacional,Ferroviário,2023-01-19,10,6,0.007496,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Suíça,CHE,10.0,Canadá,CAN,3.0,31.4820756
221,5,35,24,23,5110.02,932,5,113,Venda internacional,Multimodal,2023-01-19,15,1,0.005982,Peso Chileno,Chile,Real Brasileiro,Brasil,Singapura,SGP,4.0,Bolívia,BOL,7.0,30.568139640000005
222,6,40,35,26,6021.19,1065,6,114,Devolução internacional,Courier Internacional,2023-01-19,18,1,1.375855,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Nigéria,NGA,9.0,Singapura,SGP,4.0,8284.28436745
223,1,5,6,29,6932.36,1198,1,109,Importação,Marítimo,2023-01-19,6,1,5.45174,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Alemanha,DEU,2.0,França,FRA,2.0,37793.4243064
224,2,10,17,32,7843.53,1331,2,110,Exportação,Aéreo,2023-01-19,5,1,5.809953,Euro,Zona do Euro,Real Brasileiro,Brasil,Países Baixos,NLD,2.0,Coreia do Sul,KOR,5.0,45570.54065409
225,3,15,28,35,8754.7,1464,3,111,Transferência entre filiais,Rodoviário,2023-01-19,9,1,0.768554,Yuan Chinês,China,Real Brasileiro,Brasil,China,CHN,5.0,Austrália,AUS,5.0,6728.4597038
226,4,20,39,38,9665.87,1597,4,112,Compra internacional,Ferroviário,2023-01-19,10,6,0.007496,Iene Japonês,Japão,Dólar Americano,Estados Unidos,África do Sul,ZAF,6.0,Malásia,MYS,4.0,72.45536152000001
227,5,25,10,1,10576.04,1730,5,113,Venda internacional,Multimodal,2023-01-19,15,1,0.005982,Peso Chileno,Chile,Real Brasileiro,Brasil,Emirados Árabes Unidos,ARE,8.0,Países Baixos,NLD,2.0,63.265871280000006
228,6,30,21,4,11487.21,1863,6,114,Devolução internacional,Courier Internacional,2023-01-19,18,1,1.375855,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Suíça,CHE,10.0,Chile,CHL,7.0,15804.73531455
229,2,18,27,16,1503.47,421,1,115,Exportação,Marítimo,2023-01-20,6,1,5.456071,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Índia,IND,6.0,Egito,EGY,8.0,8203.03906637
230,3,23,38,19,2414.64,561,2,116,Transferência entre filiais,Aéreo,2023-01-20,5,1,5.805866,Euro,Zona do Euro,Real Brasileiro,Brasil,Colômbia,COL,7.0,Indonésia,IDN,4.0,14019.07627824
231,4,28,9,22,3325.81,701,3,117,Compra internacional,Rodoviário,2023-01-20,9,1,0.767292,Yuan Chinês,China,Real Brasileiro,Brasil,Austrália,AUS,5.0,Portugal,PRT,2.0,2551.86740652
232,5,33,20,25,4236.98,841,4,118,Venda internacional,Ferroviário,2023-01-20,10,6,0.007477,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Dinamarca,DNK,2.0,África do Sul,ZAF,6.0,31.679899459999998
233,6,38,31,28,5147.15,981,5,119,Devolução internacional,Multimodal,2023-01-20,15,1,0.00597,Peso Chileno,Chile,Real Brasileiro,Brasil,Indonésia,IDN,4.0,Noruega,NOR,10.0,30.728485499999994
234,1,3,2,31,6058.32,1121,6,120,Importação,Courier Internacional,2023-01-20,18,1,1.375487,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Paraguai,PRY,1.0,Argentina,ARG,1.0,8333.140401839999
235,2,8,13,34,6969.49,1261,1,115,Exportação,Marítimo,2023-01-20,6,1,5.456071,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Espanha,ESP,2.0,Canadá,CAN,3.0,38026.03227379
236,3,13,24,37,7880.66,1401,2,116,Transferência entre filiais,Aéreo,2023-01-20,5,1,5.805866,Euro,Zona do Euro,Real Brasileiro,Brasil,Canadá,CAN,3.0,Bolívia,BOL,7.0,45754.055951559996
